,sentiment,tweet
694,1,i cannot wait till Sunday new episode supernatural episodes left
695,0,sad tweets sad
696,0,needs little lie feeling great today boo
697,0,have decided i cannot stand all top Spam longer
698,0,anal sex forgot lube damn may need go are
699,0,play madden Austin going miss
700,0,miss rich
701,0,headache century coming i feel fuck
702,0,disappointed know i got silver award i want gold award i hate second best
703,0,please make the live chat on Saturday coos i have to go to school on weekdays am
704,0,i want go back bed child look i may sleep Sunday inevitable hangover may require
705,0,i got mad tired sex sleepy time night
706,0,this twitter shit bores me now i why i been on here in month
707,0,home ice cream first no pica camera battery died last night forgot charge
708,0,bye snotty gonna miss
709,0,new comment on jokier i wish i time blog often
710,0,get temporary tattoo i would totally sad died
711,0,gray feel neglected
712,0,oh know i feel damn representative bank America tried make sound like i what
713,0,tired cold runny
714,0,dun travel way lunch but yeah nice place missing though
715,0,doing mass clean out room rearranging just sent mother buy bin bookshelf since mine sucks bad mood
716,0,rob got lucky game beat
717,0,feeling really sick watching fifth element smoke cigar disgusted hate colds
718,1,bah i think face book fan page get
719,0,someone save want pack anymore
720,0,home school shiest day today
721,1,the sweet sat table morning just woke very sweet oh i think home around pm kiss
722,0,bruise knee make hard skate tomorrow
723,0,when i went buy new laptop Feb i already knew i looked anyway walked away sad faced sad
724,0,sitting everyone took good seats
725,0,no free wife my vacancy ruined
726,0,shh well least
727,1,Matt spoken ages dude forget bout Aussie fan happy look love ya xx
728,0,me oh wait wrong state
729,1,fucking cold north it like sf yesterday i
730,1,are you missing fends hear Manasseh from karakul degree movie its amazing bargainer miss you guys
731,0,trying sleep without pills not working wide awake but late take sleep
732,0,phone die soon what oh
733,0,sorry mean
734,0,forgot power cable home today
735,1,dogs eyes seem bad just forked new washing machine vets bill top eh
736,0,i cannot sleep i cannot find quilt locket sick because i may lost somehow or stolen
737,0,i thought i going see pix clean car
738,0,want says make exception happy
739,0,no amazing things keeping on line conversations one place unfortunately place Google
740,0,sorry Spanish moment
741,0,Maya thats tip far away
742,1,must clear adv getting rid tomorrow
743,0,bummed broke
744,0,my public talk July got canceled i know
745,0,feeling rough today want cuddle sleep
746,1,oh economy gotcha sorry happy got another one la enjoy social Mahayana
747,0,songs go site i want do you computer
748,0,flu pass unto Andy went shopping got fresh chicken chicken soup sat sad panda
749,0,well
750,0,oh hell way tell
751,0,oh crap
752,1,Carlie came fell asleep
753,0,get message sad bought princess
754,1,trying learn twitter thing get welcome followers though interesting
755,1,eek figure kept year without needing virus software get fixed sigh
756,0,first puppy gone new home
757,0,unhappy i hate affecting everything my relationships people personality attitude
758,0,nothing to do right now and tired but i want to sleep cleaned up pretty good so proud at least be good janitor
759,0,feeling extremal ill
760,0,oh offended ha
761,1,off work trying relax muns gotta go back sleep
762,0,yes good see laugh poor lad asking mum dad kill
763,0,name tony hey poor tony
764,0,back time i wish i teenager i wish i could feel healthy i cannot remember like feel healthy anymore
765,0,the version up sold regular version
766,0,i anymore i think
767,0,love we still done lunch together like said would i miss friend
768,1,to friends deeply sorry moving miss you much
769,1,where need
770,0,damn something say one listening
771,0,Maya put please end year
772,0,i miss old healthy i loosing faith i ever
773,1,hell yeah missed you last tine you like opinion
774,0,gonna get try catch high school tomorrow really sucks wish
775,0,raw whatnot i god awful drawing night tonight even less progress made i expected
776,1,sure
777,0,i miss daily quotes why get anymore i kicked mailing list
778,0,aches chills joined party why cold go away it get worse
779,0,i here imam Georgia la gr
780,0,oh sorry thats someone pix bad
781,0,missed train secs yesterday night knick jape flashback now sitting blisters if know i mean happy
782,0,why i still pup work less hours
783,0,bed stomach ache
784,0,is ain't answer call thought homes
785,0,ignite funk tine wanted sum pings get
786,0,apply charger completely dead conserving left battery afford buy new one
787,0,finally accepting fact cute guys taken
788,1,summer glad appear tollhouse next year i still cannot believe renew ts cc
789,0,finally watched rest the guild season i always feel sorry hopeful time char
790,0,cannot access site
791,1,i cannot my heart aches children i adopt Alexis
792,1,lunch going home rest well today
793,0,bad co got sick i think i even mess feel like
794,1,only one day jay lone we sad
795,0,just spoke Keith record company cannot get show till back holidays sorry jack trying mate
796,0,summer glad appear tollhouse next year i still cannot believe renew ts cc
797,0,Hon takes flight back Czech republic morning really going miss
798,0,not actually managed purchase anything obi store yet constant server error check
799,0,theres thought still get goldfish fair seen years
800,0,sad thing
801,1,ah thats better snow patrol stuck indoors still weekend coming fresh air excellent hope sunny
802,1,good morning sexy twitter tall Gd like i still sleep
803,0,oops coyer saw last tweet i guess getting laid tomorrow
804,1,because changed man
805,0,feels disappointed Mahavira stalag mg tao
806,0,i get twitter someone help
807,1,early loads suns hurray
808,0,its fucking hot damn air conditioning
809,0,i never liked boy terms
810,1,babes sew much fun thank much making happen had fun ladies time went fast
811,0,Matty el tired
812,0,watching two patients die tonight put funk one young
813,0,the Aila cyclone left house Calcutta broken sunshade balcony huge branch tree threw bathroom window
814,0,guys paranoid drop countdown thats fair iv voted heaps
815,0,really good night missing little girl
816,0,tine steeple tomorrow day work
817,0,shh man getting ready work i sleep
818,0,i thinking thing i love morning chats we totally need live full time
819,0,wish i sir panda
820,1,wish burning trees trying dresses
821,1,i spent hours playing i think better i started
822,0,whats sad text today
823,0,tweeting tarmac cork airport delayed
824,0,sucks tweet less hate money issue
825,0,wear glasses today cos right eye swollen know
826,0,i heard moving Sydney next year happy
827,0,dam keeps raining
828,0,wants listen music soul child pod
829,0,still half math worksheet science pages worksheet English go feels sniffle dry eyes coming along
830,0,miss seeing fireflies
831,0,never chance sleeping midnight mind tired
832,1,it alright
833,0,happy home mind wanders i cannot sleep
834,1,love drunk
835,0,dweeb dying
836,0,cases swine flu
837,0,hopefully quiet one home no cash anything then you coming pub watch pups
838,0,got flat way today pot hole another thing tick crap things happen week list
839,0,hang health priority right hate seeing good people get mistreated genuinely sorry
840,0,people pathetic you know one trying
841,1,little family party tonight hope rocked
842,0,complicated dream
843,1,shh excited July happy except stupid Australia get like December still shh congrats
844,0,had awesome time got Brandon rhymer unfortunately cannot sleep tomorrow back Ole job got game face
845,0,and i feel pain
846,1,my Pandora hitter hard cannot real radio play great music like
847,0,new i want go back Newcastle
848,1,i fun tonight leave Brandi Carlie Dallas today we sneak show
849,0,bout watch notorious because feeling wish could eat something cannot surgery tomorrow food Saturday
850,1,where motivated determined wannabe sexy successful young professionals i might really join bin
851,0,hem almost sleep finished anything close cancel Dominik
852,0,hospitals unnerve waiting doc flipping threw magazines
853,0,awake migraine ya tummy hurting evil bis
854,1,me i wanted go
855,0,guys gonna tour short stack i missed last tour me friend went said mad
856,1,i jealous sis get see
857,0,lite oven tonight
858,1,arr bored bored nothing except slouch computer day long
859,0,wow really really ill
860,0,going miss miss Shanan
861,0,why sinks hospital toilets low now crotch Grey suit spattered water just time physic
